support_id,region_id,support_date,program,education_level,age_group,sex,completed,employment_outcome
2667,10,2022-12-01,Job placement,Doctorate,35-44,Male,Yes,Employed
2668,10,2025-01-01,Language course,Master,35-44,Male,Yes,Employed
2669,7,2023-08-01,Job placement,Lower secondary,18-24,Male,Yes,Employed
2670,6,2022-08-01,Language course,Bachelor,25-34,Male,Yes,Employed
2671,8,2024-05-01,Skills training,Lower secondary,25-34,Male,Yes,Employed
2672,8,2024-07-01,Skills training,Bachelor,35-44,Female,No,Employed
2673,2,2025-06-01,Skills training,Doctorate,25-34,Female,Yes,Employed
2674,10,2024-06-01,Employer matching,Lower secondary,25-34,Male,No,Employed
2675,7,2025-09-01,CV workshop,Upper secondary,55+,Female,Yes,Training
2676,8,2022-12-01,CV workshop,Bachelor,25-34,Female,Yes,Training
2677,2,2023-12-01,CV workshop,Upper secondary,45-54,Female,Yes,Employed
2678,8,2022-10-01,Job placement,Upper secondary,45-54,Male,Yes,Still unemployed
2679,3,2023-09-01,CV workshop,Upper secondary,25-34,Male,Yes,Still unemployed
2680,2,2022-06-01,Job placement,Upper secondary,25-34,Male,No,Still unemployed
2681,9,2023-06-01,CV workshop,Upper secondary,35-44,Female,Yes,Still unemployed
2682,3,2024-06-01,Job placement,Doctorate,25-34,Male,Yes,Employed
2683,3,2023-04-01,Job placement,Doctorate,18-24,Male,Yes,Training
2684,8,2023-06-01,Job placement,Bachelor,35-44,Female,Yes,Employed
2685,4,2024-04-01,Language course,Lower secondary,35-44,Female,No,Still unemployed
2686,10,2025-12-01,Skills training,Lower secondary,25-34,Male,Yes,Employed
2687,6,2022-10-01,Language course,Bachelor,18-24,Female,Yes,Training
2688,5,2024-07-01,Employer matching,Bachelor,25-34,Male,No,Still unemployed
2689,7,2025-10-01,CV workshop,Upper secondary,55+,Female,Yes,Employed
2690,8,2022-01-01,Job placement,Master,55+,Male,Yes,Employed
2691,6,2023-07-01,Employer matching,Master,45-54,Male,Yes,Still unemployed
2692,1,2023-06-01,Job placement,Upper secondary,25-34,Female,No,Still unemployed
2693,2,2025-11-01,CV workshop,Master,25-34,Female,Yes,Employed
2694,2,2022-01-01,CV workshop,Master,55+,Male,No,Still unemployed
2695,6,2025-12-01,Employer matching,Master,45-54,Male,Yes,Employed
2696,1,2024-07-01,CV workshop,Master,25-34,Female,Yes,Training
2697,9,2022-02-01,Employer matching,Lower secondary,25-34,Female,Yes,Employed
2698,2,2025-09-01,Language course,Bachelor,35-44,Male,Yes,Still unemployed
2699,7,2025-02-01,Language course,Lower secondary,35-44,Male,Yes,Employed
2700,1,2024-12-01,Language course,Upper secondary,35-44,Male,Yes,Employed
2701,9,2023-02-01,Employer matching,Upper secondary,55+,Male,Yes,Employed
2702,1,2023-01-01,CV workshop,Bachelor,25-34,Male,Yes,Employed
2703,7,2025-03-01,CV workshop,Master,45-54,Male,Yes,Training
2704,7,2022-09-01,Skills training,Upper secondary,25-34,Female,No,Still unemployed
2705,6,2023-10-01,Job placement,Bachelor,35-44,Male,Yes,Training
2706,5,2025-07-01,CV workshop,Master,35-44,Male,Yes,Employed
2707,10,2025-11-01,CV workshop,Bachelor,35-44,Male,No,Training
2708,6,2022-06-01,Employer matching,Upper secondary,25-34,Male,Yes,Employed
2709,2,2025-01-01,CV workshop,Bachelor,18-24,Male,Yes,Employed
2710,4,2024-11-01,Language course,Lower secondary,45-54,Female,Yes,Training
2711,6,2025-05-01,Job placement,Bachelor,25-34,Male,Yes,Employed
2712,5,2022-12-01,CV workshop,Bachelor,25-34,Female,Yes,Still unemployed
2713,4,2025-03-01,Employer matching,Upper secondary,18-24,Male,Yes,Training
2714,2,2023-03-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
2715,3,2023-08-01,CV workshop,Lower secondary,35-44,Male,Yes,Training
2716,7,2022-03-01,Job placement,Master,35-44,Female,No,Still unemployed
2717,9,2024-09-01,Language course,Lower secondary,18-24,Male,Yes,Employed
2718,2,2022-09-01,Skills training,Master,45-54,Female,No,Still unemployed
2719,3,2023-07-01,Employer matching,Doctorate,18-24,Female,Yes,Still unemployed
2720,9,2022-02-01,Job placement,Bachelor,55+,Female,Yes,Training
2721,4,2024-03-01,Job placement,Master,25-34,Female,Yes,Training
2722,3,2024-01-01,Skills training,Bachelor,35-44,Female,No,Employed
2723,6,2024-09-01,Employer matching,Lower secondary,35-44,Female,Yes,Still unemployed
2724,3,2023-10-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
2725,9,2025-01-01,Employer matching,Doctorate,45-54,Male,Yes,Employed
2726,2,2024-02-01,Job placement,Master,45-54,Female,Yes,Employed
2727,7,2022-07-01,Employer matching,Doctorate,35-44,Female,No,Still unemployed
2728,2,2022-04-01,Job placement,Bachelor,18-24,Female,Yes,Employed
2729,10,2022-10-01,Language course,Upper secondary,35-44,Male,Yes,Employed
2730,3,2025-03-01,CV workshop,Upper secondary,45-54,Female,Yes,Employed
2731,8,2023-08-01,Language course,Master,45-54,Male,Yes,Training
2732,10,2022-06-01,Job placement,Upper secondary,35-44,Male,No,Still unemployed
2733,6,2023-07-01,CV workshop,Bachelor,25-34,Female,No,Still unemployed
2734,1,2025-04-01,Skills training,Master,25-34,Male,No,Employed
2735,4,2025-03-01,Skills training,Master,25-34,Female,No,Employed
2736,5,2023-04-01,Skills training,Bachelor,35-44,Male,Yes,Employed
2737,1,2023-02-01,Job placement,Upper secondary,35-44,Female,Yes,Employed
2738,4,2023-10-01,Skills training,Bachelor,35-44,Male,Yes,Employed
2739,6,2023-03-01,Employer matching,Bachelor,45-54,Male,Yes,Employed
2740,8,2024-08-01,Language course,Upper secondary,25-34,Female,No,Training
2741,2,2024-09-01,Language course,Lower secondary,35-44,Male,Yes,Employed
2742,7,2024-06-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
2743,7,2025-05-01,Language course,Upper secondary,35-44,Male,Yes,Employed
2744,1,2024-04-01,CV workshop,Lower secondary,25-34,Female,No,Still unemployed
2745,5,2024-09-01,Skills training,Master,25-34,Female,No,Employed
2746,1,2023-08-01,Skills training,Bachelor,25-34,Male,No,Employed
2747,9,2022-12-01,Job placement,Doctorate,25-34,Female,No,Still unemployed
2748,7,2023-12-01,Employer matching,Master,35-44,Male,No,Training
2749,6,2024-07-01,Language course,Master,18-24,Male,No,Training
2750,7,2022-04-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
2751,10,2023-11-01,Skills training,Bachelor,35-44,Female,No,Training
2752,7,2022-08-01,Employer matching,Lower secondary,25-34,Female,Yes,Employed
2753,3,2023-01-01,Language course,Bachelor,55+,Female,Yes,Employed
2754,7,2024-12-01,Job placement,Bachelor,35-44,Male,Yes,Employed
2755,8,2023-05-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
2756,9,2024-09-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
2757,6,2024-02-01,Language course,Master,45-54,Male,Yes,Employed
2758,4,2023-05-01,Employer matching,Upper secondary,35-44,Male,Yes,Still unemployed
2759,5,2023-11-01,Skills training,Upper secondary,45-54,Female,Yes,Training
2760,4,2025-03-01,Language course,Upper secondary,25-34,Female,Yes,Employed
2761,3,2024-03-01,Job placement,Master,25-34,Male,No,Training
2762,9,2025-03-01,CV workshop,Doctorate,35-44,Female,Yes,Employed
2763,10,2023-03-01,Skills training,Master,25-34,Female,No,Still unemployed
2764,4,2024-02-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
2765,6,2023-03-01,CV workshop,Master,18-24,Male,No,Still unemployed
2766,10,2025-12-01,Job placement,Master,25-34,Male,No,Still unemployed
2767,4,2025-07-01,Skills training,Upper secondary,25-34,Male,Yes,Training
2768,8,2023-01-01,Skills training,Upper secondary,45-54,Male,Yes,Employed
2769,9,2022-10-01,Skills training,Master,35-44,Female,Yes,Still unemployed
2770,8,2023-03-01,Language course,Master,25-34,Female,Yes,Still unemployed
2771,6,2022-03-01,Job placement,Upper secondary,35-44,Male,Yes,Employed
2772,10,2022-01-01,Job placement,Upper secondary,25-34,Female,No,Still unemployed
2773,4,2022-02-01,Employer matching,Doctorate,25-34,Female,No,Employed
2774,8,2022-08-01,Skills training,Bachelor,25-34,Female,Yes,Still unemployed
2775,3,2024-09-01,Skills training,Master,18-24,Female,Yes,Employed
2776,1,2025-04-01,CV workshop,Lower secondary,45-54,Male,No,Still unemployed
2777,9,2022-03-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
2778,5,2024-07-01,Skills training,Upper secondary,25-34,Female,Yes,Training
2779,7,2024-04-01,Skills training,Upper secondary,35-44,Male,Yes,Employed
2780,4,2022-10-01,CV workshop,Upper secondary,35-44,Female,Yes,Training
2781,5,2024-08-01,Job placement,Master,45-54,Female,Yes,Employed
2782,5,2024-09-01,Employer matching,Lower secondary,35-44,Female,No,Still unemployed
2783,6,2025-10-01,CV workshop,Bachelor,45-54,Male,No,Still unemployed
2784,3,2022-08-01,Language course,Bachelor,35-44,Male,Yes,Training
2785,3,2022-02-01,Language course,Upper secondary,45-54,Male,No,Employed
2786,3,2023-08-01,Skills training,Master,25-34,Female,Yes,Employed
2787,7,2024-10-01,Skills training,Master,18-24,Female,Yes,Employed
2788,6,2025-12-01,CV workshop,Bachelor,25-34,Male,Yes,Still unemployed
2789,10,2024-06-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
2790,8,2023-04-01,Employer matching,Master,25-34,Female,No,Still unemployed
2791,3,2022-11-01,Language course,Doctorate,25-34,Male,Yes,Employed
2792,2,2024-09-01,Employer matching,Master,25-34,Male,No,Still unemployed
2793,2,2024-10-01,CV workshop,Bachelor,25-34,Female,No,Still unemployed
2794,3,2022-01-01,Job placement,Doctorate,35-44,Male,No,Employed
2795,8,2025-08-01,Language course,Lower secondary,25-34,Male,No,Still unemployed
2796,7,2023-03-01,Employer matching,Master,18-24,Female,No,Employed
2797,3,2024-03-01,CV workshop,Upper secondary,25-34,Male,No,Still unemployed
2798,7,2023-03-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
2799,3,2023-04-01,Skills training,Lower secondary,35-44,Male,Yes,Employed
2800,1,2025-05-01,Job placement,Bachelor,25-34,Female,No,Training
2801,5,2024-01-01,Language course,Upper secondary,35-44,Male,Yes,Employed
2802,1,2022-09-01,Language course,Upper secondary,25-34,Female,Yes,Employed
2803,9,2023-05-01,Skills training,Bachelor,35-44,Female,No,Still unemployed
2804,5,2023-04-01,Language course,Doctorate,18-24,Female,No,Still unemployed
2805,7,2025-01-01,Language course,Upper secondary,35-44,Female,Yes,Employed
2806,9,2022-08-01,Skills training,Upper secondary,18-24,Male,Yes,Still unemployed
2807,8,2023-07-01,CV workshop,Upper secondary,45-54,Male,Yes,Employed
2808,3,2023-11-01,CV workshop,Bachelor,45-54,Male,No,Employed
2809,4,2022-06-01,Language course,Upper secondary,35-44,Male,No,Still unemployed
2810,10,2023-02-01,Language course,Upper secondary,18-24,Female,No,Training
2811,5,2024-03-01,Skills training,Bachelor,25-34,Male,Yes,Employed
2812,10,2022-09-01,Employer matching,Upper secondary,18-24,Female,Yes,Training
2813,6,2024-04-01,Job placement,Bachelor,18-24,Male,Yes,Employed
2814,7,2023-09-01,CV workshop,Lower secondary,35-44,Male,Yes,Still unemployed
2815,6,2025-06-01,Language course,Master,35-44,Male,No,Training
2816,10,2023-11-01,Employer matching,Lower secondary,35-44,Male,Yes,Employed
2817,6,2023-12-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
2818,4,2023-03-01,Job placement,Upper secondary,25-34,Male,Yes,Training
2819,5,2022-03-01,Language course,Bachelor,25-34,Male,Yes,Employed
2820,6,2025-11-01,Language course,Lower secondary,25-34,Female,Yes,Employed
2821,3,2023-02-01,Employer matching,Upper secondary,25-34,Male,No,Still unemployed
2822,8,2022-07-01,Employer matching,Master,45-54,Female,Yes,Employed
2823,4,2022-05-01,Skills training,Bachelor,18-24,Female,Yes,Employed
2824,1,2024-11-01,Skills training,Upper secondary,25-34,Male,No,Employed
2825,4,2023-07-01,Job placement,Bachelor,55+,Female,Yes,Employed
2826,8,2024-02-01,Job placement,Upper secondary,55+,Male,No,Still unemployed
2827,8,2022-06-01,Language course,Lower secondary,25-34,Male,Yes,Employed
2828,10,2023-07-01,Job placement,Bachelor,35-44,Male,No,Still unemployed
2829,10,2023-04-01,CV workshop,Doctorate,45-54,Male,Yes,Still unemployed
2830,6,2024-09-01,Job placement,Bachelor,25-34,Male,Yes,Still unemployed
2831,6,2024-11-01,Language course,Upper secondary,35-44,Female,Yes,Still unemployed
2832,3,2022-08-01,Skills training,Bachelor,55+,Male,Yes,Employed
2833,10,2025-06-01,Language course,Master,45-54,Male,No,Employed
2834,2,2025-09-01,Job placement,Lower secondary,45-54,Female,Yes,Still unemployed
2835,10,2022-05-01,Language course,Bachelor,35-44,Male,Yes,Employed
2836,3,2025-04-01,Language course,Upper secondary,35-44,Female,Yes,Employed
2837,9,2025-03-01,Language course,Bachelor,25-34,Female,Yes,Employed
2838,3,2024-12-01,Employer matching,Doctorate,45-54,Male,Yes,Employed
2839,8,2025-12-01,Language course,Upper secondary,45-54,Female,No,Still unemployed
2840,9,2025-10-01,Language course,Upper secondary,25-34,Female,No,Still unemployed
2841,8,2023-06-01,Employer matching,Upper secondary,45-54,Male,No,Still unemployed
2842,2,2025-10-01,Skills training,Upper secondary,25-34,Male,Yes,Employed
2843,10,2022-09-01,Employer matching,Bachelor,45-54,Female,No,Training
2844,10,2022-10-01,Job placement,Master,35-44,Male,Yes,Employed
2845,7,2024-12-01,Employer matching,Bachelor,18-24,Male,Yes,Employed
2846,8,2025-07-01,CV workshop,Bachelor,25-34,Female,Yes,Still unemployed
2847,5,2022-10-01,CV workshop,Lower secondary,35-44,Male,Yes,Employed
2848,8,2025-02-01,Language course,Lower secondary,35-44,Female,Yes,Employed
2849,10,2025-02-01,Language course,Master,25-34,Male,Yes,Still unemployed
2850,7,2023-09-01,Language course,Master,25-34,Male,Yes,Training
2851,3,2025-06-01,Skills training,Upper secondary,25-34,Male,No,Still unemployed
2852,1,2024-02-01,CV workshop,Master,55+,Female,No,Employed
2853,7,2024-03-01,Skills training,Doctorate,25-34,Female,No,Employed
2854,8,2024-03-01,Job placement,Master,25-34,Male,No,Employed
2855,9,2024-05-01,Job placement,Bachelor,25-34,Female,Yes,Employed
2856,4,2024-01-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
2857,8,2025-08-01,Job placement,Master,55+,Female,No,Still unemployed
2858,2,2023-09-01,Language course,Upper secondary,35-44,Male,Yes,Training
2859,8,2023-01-01,Job placement,Upper secondary,35-44,Female,No,Still unemployed
2860,9,2024-06-01,Employer matching,Bachelor,55+,Female,Yes,Training
2861,3,2023-11-01,Skills training,Master,55+,Male,Yes,Still unemployed
2862,4,2025-04-01,CV workshop,Master,45-54,Male,Yes,Still unemployed
2863,9,2025-06-01,CV workshop,Master,45-54,Male,No,Still unemployed
2864,7,2025-10-01,CV workshop,Upper secondary,35-44,Male,No,Still unemployed
2865,6,2025-05-01,Skills training,Master,45-54,Female,Yes,Still unemployed
2866,2,2024-08-01,Employer matching,Master,45-54,Male,Yes,Employed
2867,9,2023-11-01,CV workshop,Master,55+,Male,No,Still unemployed
2868,2,2025-10-01,Language course,Bachelor,45-54,Female,Yes,Still unemployed
2869,5,2023-07-01,Skills training,Bachelor,35-44,Male,Yes,Employed
2870,5,2025-11-01,CV workshop,Master,18-24,Female,Yes,Employed
2871,8,2025-11-01,Employer matching,Bachelor,55+,Female,No,Still unemployed
2872,1,2024-08-01,CV workshop,Upper secondary,35-44,Female,No,Still unemployed
2873,1,2025-12-01,Language course,Bachelor,55+,Male,No,Still unemployed
2874,7,2023-02-01,Job placement,Master,25-34,Female,Yes,Still unemployed
2875,4,2022-03-01,Job placement,Lower secondary,35-44,Male,Yes,Employed
2876,1,2024-01-01,Job placement,Upper secondary,45-54,Male,Yes,Still unemployed
2877,8,2023-04-01,CV workshop,Master,25-34,Female,Yes,Employed
2878,6,2025-08-01,Language course,Bachelor,25-34,Male,Yes,Training
2879,7,2024-09-01,Skills training,Upper secondary,45-54,Female,Yes,Still unemployed
2880,4,2022-07-01,Skills training,Master,25-34,Male,Yes,Still unemployed
2881,3,2024-06-01,Job placement,Bachelor,35-44,Female,Yes,Employed
2882,4,2024-12-01,Skills training,Bachelor,35-44,Male,Yes,Employed
2883,10,2023-07-01,Employer matching,Upper secondary,25-34,Male,No,Still unemployed
2884,8,2025-10-01,CV workshop,Master,25-34,Male,Yes,Still unemployed
2885,9,2024-12-01,CV workshop,Lower secondary,55+,Male,Yes,Still unemployed
2886,5,2024-11-01,Language course,Bachelor,35-44,Female,Yes,Employed
2887,9,2023-04-01,CV workshop,Bachelor,55+,Female,Yes,Employed
2888,2,2025-10-01,Language course,Upper secondary,45-54,Male,No,Still unemployed
2889,7,2024-09-01,Language course,Lower secondary,18-24,Female,Yes,Still unemployed
2890,4,2024-11-01,CV workshop,Upper secondary,45-54,Male,Yes,Still unemployed
2891,2,2025-03-01,Skills training,Lower secondary,18-24,Male,Yes,Employed
2892,4,2025-12-01,Job placement,Doctorate,55+,Female,No,Still unemployed
2893,7,2024-10-01,Language course,Master,35-44,Female,Yes,Employed
2894,6,2025-11-01,Skills training,Doctorate,25-34,Male,Yes,Employed
2895,9,2022-12-01,Language course,Doctorate,35-44,Female,No,Still unemployed
2896,7,2024-07-01,Language course,Upper secondary,45-54,Male,No,Still unemployed
2897,6,2023-10-01,Language course,Master,55+,Male,No,Still unemployed
2898,4,2024-05-01,Job placement,Bachelor,25-34,Male,Yes,Still unemployed
2899,9,2025-07-01,Job placement,Lower secondary,35-44,Male,No,Training
2900,4,2025-08-01,Employer matching,Bachelor,25-34,Female,Yes,Still unemployed
2901,2,2022-04-01,Skills training,Lower secondary,18-24,Female,Yes,Employed
2902,8,2025-01-01,Job placement,Doctorate,25-34,Male,Yes,Employed
2903,8,2025-10-01,Job placement,Master,45-54,Female,Yes,Employed
2904,2,2024-05-01,Skills training,Master,18-24,Male,Yes,Training
2905,10,2024-06-01,Language course,Lower secondary,35-44,Female,Yes,Still unemployed
2906,7,2024-11-01,Job placement,Lower secondary,55+,Female,No,Still unemployed
2907,6,2025-11-01,Skills training,Upper secondary,35-44,Male,Yes,Employed
2908,10,2022-04-01,Skills training,Master,25-34,Female,Yes,Employed
2909,8,2025-03-01,Employer matching,Bachelor,45-54,Male,Yes,Employed
2910,8,2025-10-01,CV workshop,Bachelor,45-54,Female,Yes,Still unemployed
2911,6,2022-02-01,Job placement,Upper secondary,35-44,Female,Yes,Employed
2912,3,2023-09-01,CV workshop,Bachelor,55+,Female,Yes,Employed
2913,1,2024-10-01,Job placement,Bachelor,25-34,Male,Yes,Employed
2914,1,2022-05-01,Language course,Doctorate,18-24,Male,Yes,Still unemployed
2915,3,2022-10-01,CV workshop,Master,25-34,Female,Yes,Employed
2916,3,2023-07-01,Language course,Upper secondary,25-34,Male,Yes,Still unemployed
2917,4,2025-09-01,Job placement,Bachelor,25-34,Male,Yes,Employed
2918,1,2024-01-01,Language course,Master,35-44,Female,Yes,Employed
2919,4,2025-07-01,Employer matching,Master,18-24,Female,Yes,Training
2920,6,2025-12-01,Skills training,Bachelor,35-44,Male,No,Employed
2921,6,2024-06-01,Employer matching,Master,18-24,Male,No,Still unemployed
2922,5,2024-05-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
2923,9,2024-10-01,Employer matching,Lower secondary,25-34,Male,Yes,Employed
2924,7,2022-03-01,Job placement,Master,25-34,Female,Yes,Employed
2925,6,2023-03-01,Language course,Doctorate,55+,Male,No,Still unemployed
2926,8,2022-04-01,Job placement,Upper secondary,18-24,Female,Yes,Employed
2927,10,2022-08-01,Employer matching,Bachelor,25-34,Male,Yes,Training
2928,3,2023-08-01,Job placement,Upper secondary,25-34,Male,Yes,Still unemployed
